near_term,long_term,end_hora,use_body,body_pct,sl_atr_mult,tp_rr,trades,wr,pf,pnl,max_dd,max_dd_pct,growth_pct,calmar,score
3,35,10:00,True,70,1.0,2.0,447,33.56,0.9685,-2477.95,16797.92,33.5958,-4.96,-0.1475,0.393645
2,20,10:00,True,70,1.0,2.5,454,28.19,0.9829,-1491.1,13828.72,27.6574,-2.98,-0.1078,0.393493
5,75,10:30,True,60,1.0,2.5,792,27.53,1.0022,321.27,20884.48,41.769,0.64,0.0154,0.393199
3,20,10:00,False,0,1.0,2.0,1079,33.55,0.9828,-3180.04,17805.36,35.6107,-6.36,-0.1786,0.393105
5,35,11:30,True,70,2.0,2.5,863,27.69,1.0119,2792.59,29275.54,58.5511,5.59,0.0954,0.392648
2,35,10:00,False,0,1.0,1.5,875,40.0,0.9557,-5982.31,16070.03,32.1401,-11.96,-0.3723,0.392457
5,35,11:00,True,70,1.5,1.5,876,37.79,0.98,-3305.49,24233.49,48.467,-6.61,-0.1364,0.391377
5,35,10:00,False,0,1.0,1.5,1026,40.06,0.9671,-5048.21,21064.15,42.1283,-10.1,-0.2397,0.39129
5,50,11:00,True,70,1.0,2.0,837,31.78,0.9841,-2257.36,18603.77,37.2075,-4.51,-0.1213,0.39128
5,75,11:30,True,60,2.0,2.5,875,26.97,1.0084,2004.81,26383.8,52.7676,4.01,0.076,0.391116
3,50,10:30,True,60,1.0,1.5,852,38.97,0.963,-4953.02,19304.79,38.6096,-9.91,-0.2566,0.390591
3,20,10:00,True,70,1.0,2.0,510,33.14,0.9677,-2906.13,16656.35,33.3127,-5.81,-0.1745,0.39028
5,20,10:30,False,0,1.0,2.0,1601,32.79,0.9913,-2341.37,21899.14,43.7983,-4.68,-0.1069,0.389816
5,75,10:00,True,60,1.5,2.5,471,27.81,0.9903,-1020.29,17908.75,35.8175,-2.04,-0.057,0.389123
3,75,10:00,True,70,1.5,1.5,356,37.92,0.9419,-3918.52,17458.75,34.9175,-7.84,-0.2244,0.388916
3,75,10:00,True,70,1.5,2.5,347,27.38,0.9874,-964.53,17087.51,34.175,-1.93,-0.0564,0.388726
2,20,10:30,True,70,1.0,2.5,758,27.57,0.9906,-1376.19,17137.47,34.2749,-2.75,-0.0803,0.388282
3,75,10:00,True,70,2.0,2.0,346,32.66,0.9714,-2608.95,18380.85,36.7617,-5.22,-0.1419,0.38817
5,20,10:00,False,0,1.0,1.5,1159,39.86,0.9658,-5999.72,19830.34,39.6607,-12.0,-0.3026,0.38794
3,35,10:30,True,60,1.0,1.5,919,38.96,0.961,-5709.46,18404.52,36.809,-11.42,-0.3102,0.387857
3,35,11:00,True,60,2.0,2.0,883,31.94,0.9905,-2274.85,21649.72,43.2994,-4.55,-0.1051,0.387806
2,20,10:30,True,70,2.0,2.0,696,33.48,0.9889,-2169.75,23986.17,47.9723,-4.34,-0.0905,0.387724
3,50,10:00,False,0,1.5,2.0,853,32.71,0.9763,-4237.2,15531.0,31.062,-8.47,-0.2728,0.38757
2,20,11:30,True,60,2.0,2.5,1011,26.9,1.0019,525.79,23310.44,46.6209,1.05,0.0226,0.387388
3,75,10:30,True,60,2.0,2.0,673,32.99,0.994,-1127.03,27129.83,54.2597,-2.25,-0.0415,0.386963
2,50,10:30,True,60,1.5,1.5,751,38.08,0.9718,-4177.41,23344.89,46.6898,-8.35,-0.1789,0.386807
2,35,10:30,True,70,1.0,2.0,680,32.21,0.9732,-3308.77,16967.6,33.9352,-6.62,-0.195,0.386762
2,20,10:30,True,70,1.5,2.5,728,28.16,0.9957,-741.32,21379.28,42.7586,-1.48,-0.0347,0.386494
2,50,10:30,True,70,1.5,1.5,619,37.8,0.9674,-4004.53,22810.65,45.6213,-8.01,-0.1756,0.386348
3,20,11:00,True,70,2.0,2.0,848,32.43,0.9926,-1685.62,25064.63,50.1293,-3.37,-0.0673,0.386156
3,75,10:30,True,60,1.5,1.5,736,37.91,0.9741,-3702.36,25143.69,50.2874,-7.4,-0.1472,0.38587
5,20,10:00,True,60,1.0,2.0,693,33.04,0.9739,-3184.97,19139.41,38.2788,-6.37,-0.1664,0.385789
3,20,10:30,False,0,1.0,2.0,1503,32.6,0.9864,-3462.64,20151.52,40.303,-6.93,-0.1718,0.385436
3,75,10:30,True,70,1.5,1.5,602,37.87,0.9701,-3508.68,25094.33,50.1887,-7.02,-0.1398,0.385419
5,75,10:00,True,70,2.0,1.5,381,38.85,0.9539,-4200.89,22007.32,44.0146,-8.4,-0.1909,0.385392
3,20,11:00,True,60,1.5,2.0,1094,31.35,0.9861,-3203.38,19133.37,38.2667,-6.41,-0.1674,0.384901
5,35,10:30,False,0,1.0,2.5,1375,27.78,0.9956,-1078.07,20806.52,41.613,-2.16,-0.0518,0.384791
2,20,10:00,True,60,1.0,2.0,589,32.6,0.9615,-4158.49,14492.87,28.9857,-8.32,-0.2869,0.384537
5,35,10:00,True,70,1.0,2.5,474,28.48,0.9823,-1547.82,18849.57,37.6991,-3.1,-0.0821,0.383795
5,35,10:30,False,0,1.5,2.0,1319,32.15,0.983,-4784.16,16552.1,33.1042,-9.57,-0.289,0.383449
2,20,10:30,True,70,1.0,1.5,784,38.14,0.9525,-6090.03,16954.08,33.9082,-12.18,-0.3592,0.383421
3,20,10:00,True,60,1.0,2.0,648,32.72,0.9667,-3849.59,17273.47,34.5469,-7.7,-0.2229,0.382712
2,50,10:00,True,60,1.5,2.0,463,31.75,0.9681,-3158.74,17972.79,35.9456,-6.32,-0.1758,0.382359
2,35,10:30,True,70,1.0,1.5,685,38.39,0.9481,-5836.22,17773.12,35.5462,-11.67,-0.3284,0.382308
2,50,10:30,True,70,1.0,2.5,617,27.07,0.9847,-1799.73,17349.57,34.6991,-3.6,-0.1037,0.382156
2,75,10:00,True,60,1.5,2.5,396,27.53,0.9738,-2363.71,14953.01,29.906,-4.73,-0.1581,0.381672
5,75,10:30,True,60,1.0,1.5,813,38.25,0.9555,-5593.53,19865.48,39.731,-11.19,-0.2816,0.381504
5,20,10:00,True,70,1.0,2.0,544,33.09,0.9637,-3445.87,19151.59,38.3032,-6.89,-0.1799,0.381011
3,50,10:00,True,70,1.0,2.5,408,28.43,0.9728,-2036.59,17547.66,35.0953,-4.07,-0.1161,0.380512
2,35,10:30,True,70,1.5,2.5,641,27.3,0.99,-1515.13,20204.23,40.4085,-3.03,-0.075,0.380403
5,20,11:00,True,70,1.0,2.5,1006,27.14,0.9933,-1223.71,21408.09,42.8162,-2.45,-0.0572,0.380117
5,75,10:00,True,60,2.0,1.5,480,38.75,0.9569,-5048.93,23034.71,46.0694,-10.1,-0.2192,0.379863
2,35,10:00,True,70,1.0,2.0,401,33.17,0.9458,-3927.04,15568.63,31.1373,-7.85,-0.2522,0.379769
3,20,11:00,True,60,1.5,1.5,1129,37.56,0.9776,-4806.08,25533.6,51.0672,-9.61,-0.1882,0.379727
2,50,10:00,False,0,1.0,1.5,808,39.73,0.9463,-6599.27,18941.75,37.8835,-13.2,-0.3484,0.379509
5,50,11:30,True,70,2.0,2.5,812,27.46,1.005,1100.58,30103.06,60.2061,2.2,0.0366,0.379438
3,75,10:00,True,60,2.0,1.5,448,38.39,0.9542,-5032.97,22348.26,44.6965,-10.07,-0.2252,0.379276
5,75,10:30,True,60,2.0,1.5,749,38.45,0.972,-5261.89,25132.05,50.2641,-10.52,-0.2094,0.378991
3,50,11:00,True,70,1.5,2.0,749,30.84,0.9816,-2878.35,21370.49,42.741,-5.76,-0.1347,0.378947
3,75,10:00,True,70,1.5,2.0,354,31.64,0.9588,-3046.94,18152.05,36.3041,-6.09,-0.1679,0.378941
2,50,10:30,True,70,1.5,2.0,612,31.37,0.9768,-3115.83,20850.53,41.7011,-6.23,-0.1494,0.378706
2,50,10:00,True,60,1.0,1.5,476,39.29,0.9295,-5404.12,18763.22,37.5264,-10.81,-0.288,0.378619
3,20,11:00,True,70,1.0,2.5,937,26.79,0.9869,-2241.54,18504.66,37.0093,-4.48,-0.1211,0.377572
5,75,10:30,False,0,1.5,1.5,1147,38.27,0.9751,-5454.48,25652.7,51.3054,-10.91,-0.2126,0.377512
5,75,11:00,True,60,1.5,2.5,840,26.79,0.9917,-1550.32,21199.55,42.3991,-3.1,-0.0731,0.377296
5,75,10:30,True,60,1.0,2.0,806,31.76,0.9726,-3769.83,19783.46,39.5669,-7.54,-0.1906,0.377293
2,20,10:00,True,70,1.0,2.0,461,32.75,0.9481,-4351.65,15544.63,31.0893,-8.7,-0.2799,0.377236
2,75,10:30,True,70,1.0,1.5,557,37.7,0.9396,-5451.35,18819.54,37.6391,-10.9,-0.2897,0.377074
3,35,10:00,False,0,1.0,1.5,965,39.79,0.9517,-7063.96,20048.16,40.0963,-14.13,-0.3523,0.377041
2,75,10:30,False,0,2.0,1.5,921,38.65,0.9718,-6508.14,23309.32,46.6186,-13.02,-0.2792,0.376924
2,35,10:30,False,0,2.0,1.5,1094,38.85,0.9709,-7980.92,19848.27,39.6965,-15.96,-0.4021,0.376747
3,50,11:00,True,70,1.0,2.0,777,31.27,0.9713,-3810.78,19026.91,38.0538,-7.62,-0.2003,0.376665
2,35,10:00,False,0,1.0,2.5,846,28.61,0.9762,-3672.81,16240.8,32.4816,-7.35,-0.2261,0.376629
3,35,10:00,True,70,1.0,2.5,442,28.28,0.9692,-2552.48,18093.39,36.1868,-5.1,-0.1411,0.375096
5,20,11:00,True,70,1.5,1.5,1008,37.7,0.9722,-5307.65,26051.28,52.1026,-10.62,-0.2037,0.374724
2,75,10:00,True,60,1.5,1.5,411,37.71,0.9309,-5537.44,18497.27,36.9945,-11.07,-0.2994,0.374257
2,75,10:30,True,70,2.0,2.5,503,28.83,0.9949,-765.28,28366.08,56.7322,-1.53,-0.027,0.374148
3,75,10:30,True,70,1.5,2.5,585,27.35,0.9886,-1528.42,23183.97,46.3679,-3.06,-0.0659,0.374059
3,75,10:30,True,70,1.5,2.0,597,31.32,0.977,-2967.09,23564.04,47.1281,-5.93,-0.1259,0.37395
5,20,10:00,False,0,1.0,2.0,1141,33.3,0.972,-5391.21,19761.24,39.5225,-10.78,-0.2728,0.373637
2,75,10:00,False,0,1.0,2.5,692,27.89,0.9708,-3622.27,15851.93,31.7039,-7.24,-0.2285,0.373625
2,75,10:30,False,0,1.5,2.0,952,31.72,0.9726,-5624.87,16941.33,33.8827,-11.25,-0.332,0.373556
2,50,10:30,True,60,1.5,2.0,739,31.53,0.9734,-4291.9,20200.12,40.4002,-8.58,-0.2125,0.373423
2,75,10:00,False,0,1.0,2.0,704,33.1,0.9528,-5610.67,15752.58,31.5052,-11.22,-0.3562,0.37322
2,20,10:30,True,60,1.0,1.5,951,37.96,0.9545,-7028.49,19902.21,39.8044,-14.06,-0.3532,0.373011
5,35,11:30,True,60,1.5,2.5,1136,26.67,0.9931,-1658.41,23194.14,46.3883,-3.32,-0.0715,0.372935
5,75,10:00,True,60,1.0,1.5,497,38.83,0.9233,-5944.08,18754.5,37.509,-11.89,-0.3169,0.372423
5,50,10:00,True,70,1.0,2.5,439,28.25,0.9672,-2615.35,19184.77,38.3695,-5.23,-0.1363,0.371826
3,75,10:00,True,60,1.0,1.5,462,38.53,0.9174,-6045.99,17323.1,34.6462,-12.09,-0.349,0.371784
2,35,10:00,True,60,1.5,2.0,502,31.87,0.9584,-4530.09,18489.67,36.9793,-9.06,-0.245,0.371425
3,75,10:30,True,70,1.0,2.5,605,26.78,0.9803,-2217.45,20496.43,40.9929,-4.43,-0.1082,0.371339
2,50,10:30,True,60,2.0,1.5,715,38.46,0.9687,-5708.07,27389.98,54.78,-11.42,-0.2084,0.371092
2,75,10:00,True,60,2.0,2.0,391,32.48,0.9564,-4656.32,18953.01,37.906,-9.31,-0.2457,0.370989
5,20,11:00,True,70,1.0,2.0,1033,31.46,0.9751,-4376.84,21657.16,43.3143,-8.75,-0.2021,0.370476
3,50,11:00,True,60,2.0,2.0,830,31.81,0.9833,-3734.33,25307.84,50.6157,-7.47,-0.1476,0.370307
5,75,10:00,True,70,1.5,2.0,381,31.76,0.9502,-3938.06,18938.81,37.8776,-7.88,-0.2079,0.370294
2,35,10:30,False,0,1.5,2.0,1139,32.13,0.9729,-6669.13,17135.89,34.2718,-13.34,-0.3892,0.369286
2,50,10:30,False,0,2.0,1.5,1017,38.74,0.9664,-8546.54,21667.73,43.3355,-17.09,-0.3944,0.368404
3,75,10:30,True,60,1.5,2.0,726,31.27,0.9696,-4763.18,20545.21,41.0904,-9.53,-0.2318,0.368263
2,75,10:30,True,60,1.5,2.5,643,27.37,0.9816,-2752.86,21946.08,43.8922,-5.51,-0.1254,0.368023
2,35,10:30,True,70,1.0,2.5,668,26.95,0.9724,-3558.7,18227.57,36.4551,-7.12,-0.1952,0.366918
2,35,10:00,True,60,1.0,1.5,516,38.95,0.9174,-7004.27,18079.63,36.1593,-14.01,-0.3874,0.366767
2,35,10:30,True,60,1.0,2.5,808,27.35,0.9772,-3508.5,19908.83,39.8177,-7.02,-0.1762,0.366727
2,50,10:30,True,60,1.0,2.0,765,31.76,0.9608,-5333.11,19189.7,38.3794,-10.67,-0.2779,0.366536
3,50,11:30,True,70,2.0,2.5,764,27.23,0.9953,-980.24,29340.6,58.6812,-1.96,-0.0334,0.366449
5,75,10:00,True,60,1.5,2.0,484,31.82,0.9518,-4921.73,18840.65,37.6813,-9.84,-0.2612,0.366295
2,50,10:00,False,0,1.0,2.0,802,33.17,0.9531,-6359.52,17506.62,35.0132,-12.72,-0.3633,0.366282
5,75,10:00,False,0,1.0,1.5,842,39.07,0.9388,-7648.03,20839.58,41.6792,-15.3,-0.367,0.365881
2,75,10:00,True,60,2.0,1.5,405,38.02,0.9396,-6067.69,23390.49,46.781,-12.14,-0.2594,0.365817
3,20,11:00,True,70,1.5,2.0,917,31.19,0.9755,-4747.16,22948.33,45.8967,-9.49,-0.2069,0.365356
3,75,10:30,True,60,1.0,1.5,754,37.67,0.9391,-7257.12,20215.0,40.43,-14.51,-0.359,0.36496
5,50,10:30,False,0,1.5,2.0,1233,31.95,0.9734,-6958.24,18499.94,36.9999,-13.92,-0.3761,0.364755
2,75,10:30,True,70,1.0,2.0,554,31.05,0.9514,-4833.39,18609.93,37.2199,-9.67,-0.2597,0.364732
2,75,10:00,True,70,2.0,1.5,320,38.12,0.9266,-5763.86,22627.3,45.2546,-11.53,-0.2547,0.36461
2,35,10:30,True,60,1.5,2.0,795,31.57,0.9662,-5926.3,19325.16,38.6503,-11.85,-0.3067,0.364606
5,50,11:00,True,70,2.0,2.0,747,32.13,0.9829,-3416.5,29358.09,58.7162,-6.83,-0.1164,0.36459
3,35,11:00,True,70,1.5,2.0,804,30.85,0.9708,-4969.61,21459.51,42.919,-9.94,-0.2316,0.36455
2,50,10:30,False,0,1.5,1.5,1088,38.24,0.9615,-8137.62,23023.19,46.0464,-16.28,-0.3535,0.3645
5,35,11:00,True,70,1.0,2.0,904,31.42,0.9645,-5518.73,20233.07,40.4661,-11.04,-0.2728,0.363757
2,50,10:00,True,70,1.0,2.5,364,27.75,0.9444,-3843.3,15532.06,31.0641,-7.69,-0.2474,0.363494
5,75,10:30,False,0,1.5,2.0,1120,31.43,0.9723,-6592.85,19080.74,38.1615,-13.19,-0.3455,0.363459
2,20,10:30,True,70,1.5,1.5,765,37.78,0.9497,-7714.83,21881.03,43.7621,-15.43,-0.3526,0.363387
3,20,11:00,True,70,1.0,2.0,961,31.11,0.9653,-5754.88,19537.8,39.0756,-11.51,-0.2946,0.363334
2,50,11:30,False,0,2.0,2.5,1144,27.01,0.9929,-2222.96,27082.21,54.1644,-4.45,-0.0821,0.363274
3,75,10:30,True,70,2.0,1.5,580,38.28,0.9608,-5755.8,29599.03,59.1981,-11.51,-0.1945,0.363127
2,20,10:30,True,70,1.5,2.0,749,31.78,0.9645,-5869.32,20671.46,41.3429,-11.74,-0.2839,0.362196
5,75,10:30,True,70,2.0,1.5,624,38.3,0.9606,-6194.21,29024.36,58.0487,-12.39,-0.2134,0.362078
5,50,11:00,True,70,1.0,2.5,821,26.8,0.978,-3250.26,22249.0,44.498,-6.5,-0.1461,0.361926
5,35,10:00,False,0,1.0,2.0,1015,33.1,0.9585,-7003.58,19199.27,38.3985,-14.01,-0.3648,0.361369
3,35,10:30,False,0,1.0,2.5,1285,27.47,0.9796,-4697.18,20289.18,40.5784,-9.39,-0.2315,0.361213
2,75,10:00,True,60,1.0,1.5,415,38.31,0.8963,-6966.8,16703.67,33.4073,-13.93,-0.4171,0.360403
3,75,10:00,False,0,1.0,1.5,786,38.93,0.9291,-8394.88,19796.94,39.5939,-16.79,-0.424,0.360397
5,35,10:30,False,0,1.0,2.0,1423,32.4,0.9712,-6822.51,21308.43,42.6169,-13.65,-0.3202,0.360384
5,35,11:30,True,70,1.5,2.5,940,26.28,0.9833,-3373.66,22896.94,45.7939,-6.75,-0.1473,0.360318
2,50,10:30,True,60,1.0,2.5,749,27.1,0.9722,-3924.11,20861.36,41.7227,-7.85,-0.1881,0.360248
2,35,10:00,True,70,1.0,2.5,396,27.78,0.9435,-4325.14,15871.12,31.7422,-8.65,-0.2725,0.360201
2,50,10:30,True,70,2.0,2.0,574,32.58,0.9669,-5384.44,24550.73,49.1015,-10.77,-0.2193,0.360116
3,50,10:00,True,60,1.0,2.0,530,32.83,0.9387,-5653.25,19437.92,38.8758,-11.31,-0.2908,0.359881
3,35,11:00,True,70,2.0,2.0,745,31.68,0.9739,-5291.09,25055.32,50.1106,-10.58,-0.2112,0.359325
2,35,10:30,True,60,1.5,1.5,808,37.75,0.951,-7936.24,23589.18,47.1784,-15.87,-0.3364,0.359216
3,50,11:00,True,70,1.5,1.5,760,36.84,0.956,-6358.32,27064.36,54.1287,-12.72,-0.2349,0.359191
3,35,10:30,False,0,1.5,1.5,1281,38.1,0.9611,-9661.32,21618.64,43.2373,-19.32,-0.4469,0.359126
3,75,10:30,True,60,1.0,2.5,737,26.73,0.9737,-3574.59,22145.57,44.2911,-7.15,-0.1614,0.358819
2,35,10:30,False,0,1.0,2.5,1174,27.51,0.9733,-5740.07,18071.78,36.1436,-11.48,-0.3176,0.358359
3,20,11:30,True,60,1.5,2.5,1222,26.19,0.9827,-4523.82,21029.0,42.058,-9.05,-0.2151,0.357818
5,50,10:00,False,0,1.0,1.5,956,39.64,0.9405,-8467.95,24325.84,48.6517,-16.94,-0.3481,0.357116
5,50,10:30,False,0,1.0,2.5,1285,27.55,0.9807,-4362.85,23583.34,47.1667,-8.73,-0.185,0.356902
5,50,11:30,True,60,1.5,2.5,1065,26.29,0.9844,-3511.94,24720.54,49.4411,-7.02,-0.1421,0.356403
5,35,11:00,True,60,1.0,2.5,1076,27.04,0.9802,-3795.37,24682.31,49.3646,-7.59,-0.1538,0.35585
5,35,10:00,False,0,1.0,2.5,989,28.11,0.9691,-5386.47,20499.89,40.9998,-10.77,-0.2628,0.355588
2,35,10:30,True,70,2.0,2.0,614,32.41,0.966,-5941.2,25050.28,50.1006,-11.88,-0.2372,0.355529
5,20,11:00,True,60,1.0,2.0,1251,31.41,0.9681,-6741.59,22065.03,44.1301,-13.48,-0.3055,0.355235
5,50,10:00,True,60,1.0,2.0,569,32.86,0.939,-5974.06,21358.48,42.717,-11.95,-0.2797,0.35465
2,35,11:00,True,70,2.0,2.5,666,27.78,0.9849,-2945.46,29443.79,58.8876,-5.89,-0.1,0.354419
5,35,10:00,True,60,1.0,2.5,605,28.26,0.9626,-4168.02,23370.7,46.7414,-8.34,-0.1783,0.354126
2,50,10:30,True,70,2.0,1.5,594,38.22,0.9523,-7272.36,28793.24,57.5865,-14.54,-0.2526,0.353995
3,35,11:30,True,70,2.0,2.5,810,27.16,0.9887,-2531.08,30543.69,61.0874,-5.06,-0.0829,0.353777
2,50,10:30,False,0,1.5,2.0,1057,31.88,0.9634,-8311.84,18987.23,37.9745,-16.62,-0.4378,0.353322
2,75,10:00,True,70,1.5,1.5,322,36.96,0.8936,-6706.05,18389.64,36.7793,-13.41,-0.3647,0.353309
2,20,11:00,True,60,1.0,2.5,1033,26.14,0.9658,-6540.78,15354.64,30.7093,-13.08,-0.426,0.353045
3,75,10:30,True,60,2.0,1.5,700,38.0,0.9558,-7864.17,28213.06,56.4261,-15.73,-0.2787,0.352787
3,50,10:00,False,0,1.0,1.5,896,39.51,0.9325,-9102.08,23390.12,46.7802,-18.2,-0.3891,0.352626
5,35,10:00,True,60,1.0,2.0,613,32.79,0.9401,-6379.41,21520.37,43.0407,-12.76,-0.2964,0.352468
2,50,11:00,True,60,1.5,2.5,810,26.42,0.9762,-4357.22,23561.47,47.1229,-8.71,-0.1849,0.352022
5,75,10:00,True,70,1.5,2.5,373,26.81,0.9493,-4195.77,19972.16,39.9443,-8.39,-0.2101,0.351745
3,75,10:30,False,0,1.5,2.0,1046,31.36,0.9644,-7967.23,20061.57,40.1231,-15.93,-0.3971,0.351661
3,20,12:00,True,60,2.0,2.5,1245,25.7,0.9891,-3508.1,27067.72,54.1354,-7.02,-0.1296,0.351615
3,35,10:00,False,0,1.0,2.0,956,32.95,0.9479,-8388.0,18534.72,37.0694,-16.78,-0.4526,0.351589
5,35,11:00,True,70,1.0,2.5,884,26.7,0.9705,-4732.3,22420.65,44.8413,-9.46,-0.2111,0.351255
3,75,10:00,True,60,1.5,2.0,452,31.19,0.9346,-6303.54,19139.41,38.2788,-12.61,-0.3293,0.35089
5,20,10:30,False,0,1.0,1.5,1641,38.7,0.9608,-9680.34,26560.37,53.1207,-19.36,-0.3645,0.350833
3,50,10:30,False,0,1.5,1.5,1193,38.14,0.957,-9906.49,24570.79,49.1416,-19.81,-0.4032,0.350706
2,75,10:00,True,70,2.0,2.0,312,32.05,0.926,-6244.44,19203.19,38.4064,-12.49,-0.3252,0.350613
3,35,10:30,False,0,1.5,2.0,1241,31.83,0.9659,-9079.86,18898.0,37.796,-18.16,-0.4805,0.350343
3,75,10:00,True,70,1.0,2.0,357,31.65,0.9049,-5946.41,16190.61,32.3812,-11.89,-0.3673,0.349575
2,50,10:30,True,60,1.0,1.5,772,37.82,0.9266,-9181.37,21152.16,42.3043,-18.36,-0.4341,0.349559
2,75,10:30,False,0,1.5,1.5,975,37.85,0.9499,-9520.06,24439.87,48.8797,-19.04,-0.3895,0.349523
3,75,10:30,True,60,1.0,2.0,749,31.11,0.9485,-6730.05,21098.3,42.1966,-13.46,-0.319,0.349439
5,50,11:00,True,60,1.0,2.5,1000,26.9,0.9756,-4297.96,25688.11,51.3762,-8.6,-0.1673,0.349302
2,35,10:30,True,60,1.0,2.0,827,31.68,0.9494,-7521.5,20442.02,40.884,-15.04,-0.3679,0.348856
2,35,10:30,True,60,2.0,1.5,769,38.1,0.9544,-9016.41,27230.93,54.4619,-18.03,-0.3311,0.348799
5,20,11:30,True,70,1.5,2.5,1094,26.51,0.9797,-4752.65,25067.44,50.1349,-9.51,-0.1896,0.348517
5,50,11:00,False,0,1.5,2.5,1320,27.27,0.9776,-6554.55,21430.96,42.8619,-13.11,-0.3058,0.34833
3,50,11:00,True,70,1.0,2.5,763,26.21,0.9651,-4843.21,22060.84,44.1217,-9.69,-0.2195,0.348088
2,75,10:00,True,60,1.5,2.0,409,31.05,0.9256,-6562.47,18245.94,36.4919,-13.12,-0.3597,0.347826
5,35,11:00,False,0,1.5,2.5,1411,27.29,0.9776,-7041.18,20683.27,41.3665,-14.08,-0.3404,0.347456
2,75,10:00,True,70,1.5,2.0,320,30.94,0.9151,-5825.74,18283.07,36.5661,-11.65,-0.3186,0.34741
2,35,10:30,True,70,1.5,2.0,660,31.06,0.9519,-7070.07,21902.49,43.805,-14.14,-0.3228,0.34718
2,75,10:00,True,70,1.5,2.5,313,26.52,0.9279,-5130.13,15866.89,31.7338,-10.26,-0.3233,0.346934
5,75,10:30,True,70,2.0,2.0,603,32.5,0.9685,-5281.06,31647.83,63.2957,-10.56,-0.1669,0.346779
2,50,10:00,True,60,1.0,2.0,473,32.14,0.9159,-7125.37,17354.2,34.7084,-14.25,-0.4106,0.346639
5,20,10:30,False,0,2.0,1.5,1375,38.84,0.968,-10933.38,27337.9,54.6758,-21.87,-0.3999,0.345954
3,35,11:00,True,60,1.5,2.0,974,30.8,0.9596,-8305.79,20842.77,41.6855,-16.61,-0.3985,0.34506
2,20,11:00,True,60,2.0,2.0,927,31.93,0.9746,-6430.45,30003.98,60.008,-12.86,-0.2143,0.34473
3,35,11:00,True,60,1.5,1.5,997,37.11,0.9499,-9559.51,25652.9,51.3058,-19.12,-0.3726,0.344695
2,35,10:30,True,70,1.5,1.5,668,37.13,0.9326,-9102.98,24100.31,48.2006,-18.21,-0.3777,0.344077
2,35,10:30,False,0,1.5,1.5,1174,37.99,0.9501,-11473.88,22846.13,45.6923,-22.95,-0.5022,0.343448
3,35,10:00,True,60,1.0,2.0,573,32.46,0.925,-7594.32,19986.66,39.9733,-15.19,-0.38,0.343202
2,75,10:00,True,70,1.0,2.0,322,31.68,0.8882,-6479.74,15202.06,30.4041,-12.96,-0.4262,0.343088
2,35,10:30,False,0,1.0,2.0,1214,32.13,0.9523,-9990.24,18360.9,36.7218,-19.98,-0.5441,0.343019
5,75,10:00,True,70,1.0,2.0,386,31.61,0.9031,-6462.73,17897.17,35.7943,-12.93,-0.3611,0.342812
2,20,11:00,False,0,1.5,2.0,1440,31.74,0.9693,-9294.38,22659.52,45.319,-18.59,-0.4102,0.342666
5,75,11:00,True,60,1.5,1.5,884,36.88,0.9515,-8116.87,30234.3,60.4686,-16.23,-0.2685,0.342589
3,75,10:30,True,70,2.0,2.0,563,32.5,0.9594,-6409.75,29627.99,59.256,-12.82,-0.2163,0.341987
2,50,10:00,False,0,1.0,2.5,784,27.81,0.949,-7183.39,18911.67,37.8233,-14.37,-0.3798,0.341845
5,20,11:00,True,60,2.0,1.5,1113,38.1,0.9646,-9672.45,30851.81,61.7036,-19.34,-0.3135,0.341815
5,75,10:00,True,70,2.0,2.0,372,31.99,0.9287,-7070.19,21958.96,43.9179,-14.14,-0.322,0.341754
2,75,11:00,True,60,2.0,2.5,667,26.99,0.9812,-3643.53,32254.49,64.509,-7.29,-0.113,0.34167
5,50,11:00,True,70,2.0,1.5,776,37.63,0.9526,-9007.69,29808.95,59.6179,-18.02,-0.3022,0.341652
3,20,10:30,False,0,1.0,1.5,1533,38.36,0.9521,-11193.86,25380.52,50.761,-22.39,-0.441,0.341565
5,50,11:30,True,70,1.5,2.5,878,25.85,0.9715,-5318.35,24887.92,49.7758,-10.64,-0.2137,0.34123
3,50,10:00,True,60,1.0,2.5,522,27.78,0.9424,-5559.0,22209.82,44.4196,-11.12,-0.2503,0.340959
3,35,10:00,True,60,1.0,2.5,565,27.79,0.9451,-5814.06,22140.43,44.2809,-11.63,-0.2626,0.340812
3,50,11:00,True,60,1.5,1.5,928,36.96,0.9489,-9014.38,28774.01,57.548,-18.03,-0.3133,0.340366
3,35,10:00,False,0,1.0,2.5,931,27.82,0.9555,-7407.49,20361.4,40.7228,-14.81,-0.3638,0.340108
3,20,11:00,True,60,1.0,2.0,1165,30.9,0.955,-8973.49,21308.95,42.6179,-17.95,-0.4211,0.339469
3,50,11:00,True,70,2.0,2.0,700,31.43,0.962,-7189.36,27804.66,55.6093,-14.38,-0.2586,0.339444
2,35,11:00,False,0,1.5,2.5,1228,27.2,0.971,-8004.84,21019.44,42.0389,-16.01,-0.3808,0.33939
3,35,11:00,True,70,1.0,2.0,839,30.87,0.9437,-8207.01,21301.49,42.603,-16.41,-0.3853,0.339281
2,75,10:30,True,60,2.0,2.0,616,32.47,0.9615,-6736.09,30577.06,61.1541,-13.47,-0.2203,0.339083
2,50,11:00,False,0,1.5,2.5,1145,27.07,0.9701,-7663.96,22093.31,44.1866,-15.33,-0.3469,0.338256
