plan,size,riesgo_frac_dd,R,S,rr,K,G,pass_,dias
select,25,0.15,150.0,20,2.0,2,300.0,0.13633333333333333,18.533007334963326
select,25,0.15,150.0,20,2.0,2,480.0,0.13633333333333333,18.533007334963326
select,25,0.15,150.0,20,2.0,2,570.0,0.13633333333333333,18.533007334963326
select,25,0.15,150.0,20,2.0,3,300.0,0.141,14.67612293144208
select,25,0.15,150.0,20,2.0,3,480.0,0.11833333333333333,16.512676056338027
select,25,0.15,150.0,20,2.0,3,570.0,0.11833333333333333,16.512676056338027
select,25,0.15,150.0,20,2.0,5,300.0,0.136,10.634803921568627
select,25,0.15,150.0,20,2.0,5,480.0,0.12666666666666668,10.128947368421052
select,25,0.15,150.0,20,2.0,5,570.0,0.10266666666666667,11.529220779220779
select,25,0.15,150.0,20,3.0,1,300.0,0.19633333333333333,22.38370118845501
select,25,0.15,150.0,20,3.0,1,480.0,0.19633333333333333,22.38370118845501
select,25,0.15,150.0,20,3.0,1,570.0,0.19633333333333333,22.38370118845501
select,25,0.15,150.0,20,3.0,2,300.0,0.19,15.143859649122806
select,25,0.15,150.0,20,3.0,2,480.0,0.14266666666666666,16.184579439252335
select,25,0.15,150.0,20,3.0,2,570.0,0.14266666666666666,16.184579439252335
select,25,0.15,150.0,20,3.0,3,300.0,0.19233333333333333,11.68110918544194
select,25,0.15,150.0,20,3.0,3,480.0,0.164,11.424796747967479
select,25,0.15,150.0,20,3.0,3,570.0,0.164,11.434959349593496
select,25,0.15,150.0,20,3.0,5,300.0,0.20133333333333334,8.864238410596027
select,25,0.15,150.0,20,3.0,5,480.0,0.16566666666666666,8.80281690140845
select,25,0.15,150.0,20,3.0,5,570.0,0.16533333333333333,8.830645161290322
select,25,0.15,150.0,20,4.0,1,300.0,0.24833333333333332,16.906040268456376
select,25,0.15,150.0,20,4.0,1,480.0,0.24833333333333332,16.906040268456376
select,25,0.15,150.0,20,4.0,1,570.0,0.24833333333333332,16.906040268456376
select,25,0.15,150.0,20,4.0,2,300.0,0.23433333333333334,10.92176386913229
select,25,0.15,150.0,20,4.0,2,480.0,0.16933333333333334,14.872047244094489
select,25,0.15,150.0,20,4.0,2,570.0,0.16933333333333334,14.872047244094489
select,25,0.15,150.0,20,4.0,3,300.0,0.22933333333333333,9.258720930232558
select,25,0.15,150.0,20,4.0,3,480.0,0.151,12.335540838852097
select,25,0.15,150.0,20,4.0,3,570.0,0.151,12.335540838852097
select,25,0.15,150.0,20,4.0,5,300.0,0.22166666666666668,7.2481203007518795
select,25,0.15,150.0,20,4.0,5,480.0,0.152,8.723684210526315
select,25,0.15,150.0,20,4.0,5,570.0,0.15066666666666667,8.787610619469026
select,25,0.15,150.0,30,0.5,1,300.0,0.0003333333333333333,38.0
select,25,0.15,150.0,30,0.5,1,480.0,0.0003333333333333333,38.0
select,25,0.15,150.0,30,0.5,1,570.0,0.0003333333333333333,38.0
select,25,0.15,150.0,30,0.5,2,300.0,0.0013333333333333333,49.5
select,25,0.15,150.0,30,0.5,2,480.0,0.0013333333333333333,49.5
select,25,0.15,150.0,30,0.5,2,570.0,0.0013333333333333333,49.5
select,25,0.15,150.0,30,0.5,3,300.0,0.0036666666666666666,29.818181818181817
select,25,0.15,150.0,30,0.5,3,480.0,0.0036666666666666666,29.818181818181817
select,25,0.15,150.0,30,0.5,3,570.0,0.0036666666666666666,29.818181818181817
select,25,0.15,150.0,30,0.5,5,300.0,0.007666666666666666,27.217391304347824
select,25,0.15,150.0,30,0.5,5,480.0,0.007666666666666666,27.217391304347824
select,25,0.15,150.0,30,0.5,5,570.0,0.007666666666666666,27.217391304347824
select,25,0.15,150.0,30,1.0,1,300.0,0.034,40.73529411764706
select,25,0.15,150.0,30,1.0,1,480.0,0.034,40.73529411764706
select,25,0.15,150.0,30,1.0,1,570.0,0.034,40.73529411764706
select,25,0.15,150.0,30,1.0,2,300.0,0.07866666666666666,30.0
select,25,0.15,150.0,30,1.0,2,480.0,0.07866666666666666,30.0
select,25,0.15,150.0,30,1.0,2,570.0,0.07866666666666666,30.0
select,25,0.15,150.0,30,1.0,3,300.0,0.089,23.40449438202247
select,25,0.15,150.0,30,1.0,3,480.0,0.089,23.40449438202247
select,25,0.15,150.0,30,1.0,3,570.0,0.089,23.40449438202247
select,25,0.15,150.0,30,1.0,5,300.0,0.08966666666666667,16.88475836431227
select,25,0.15,150.0,30,1.0,5,480.0,0.098,15.642857142857142
select,25,0.15,150.0,30,1.0,5,570.0,0.098,15.642857142857142
select,25,0.15,150.0,30,1.5,1,300.0,0.09,34.97037037037037
select,25,0.15,150.0,30,1.5,1,480.0,0.09,34.97037037037037
select,25,0.15,150.0,30,1.5,1,570.0,0.09,34.97037037037037
select,25,0.15,150.0,30,1.5,2,300.0,0.123,23.644986449864497
select,25,0.15,150.0,30,1.5,2,480.0,0.123,23.644986449864497
select,25,0.15,150.0,30,1.5,2,570.0,0.123,23.644986449864497
select,25,0.15,150.0,30,1.5,3,300.0,0.149,19.460850111856825
select,25,0.15,150.0,30,1.5,3,480.0,0.153,17.601307189542485
select,25,0.15,150.0,30,1.5,3,570.0,0.153,17.601307189542485
select,25,0.15,150.0,30,1.5,5,300.0,0.16066666666666668,13.145228215767634
select,25,0.15,150.0,30,1.5,5,480.0,0.163,11.703476482617587
select,25,0.15,150.0,30,1.5,5,570.0,0.139,13.052757793764988
select,25,0.15,150.0,30,2.0,1,300.0,0.13833333333333334,30.689156626506023
select,25,0.15,150.0,30,2.0,1,480.0,0.13833333333333334,30.689156626506023
select,25,0.15,150.0,30,2.0,1,570.0,0.13833333333333334,30.689156626506023
select,25,0.15,150.0,30,2.0,2,300.0,0.17566666666666667,18.582542694497153
select,25,0.15,150.0,30,2.0,2,480.0,0.17566666666666667,18.582542694497153
select,25,0.15,150.0,30,2.0,2,570.0,0.17566666666666667,18.582542694497153
select,25,0.15,150.0,30,2.0,3,300.0,0.19366666666666665,14.370051635111876
select,25,0.15,150.0,30,2.0,3,480.0,0.16266666666666665,16.764344262295083
select,25,0.15,150.0,30,2.0,3,570.0,0.16266666666666665,16.764344262295083
select,25,0.15,150.0,30,2.0,5,300.0,0.18533333333333332,10.447841726618705
select,25,0.15,150.0,30,2.0,5,480.0,0.16733333333333333,10.47808764940239
select,25,0.15,150.0,30,2.0,5,570.0,0.16666666666666666,10.504
select,25,0.15,150.0,30,3.0,1,300.0,0.19566666666666666,22.589437819420784
select,25,0.15,150.0,30,3.0,1,480.0,0.19566666666666666,22.589437819420784
select,25,0.15,150.0,30,3.0,1,570.0,0.19566666666666666,22.589437819420784
select,25,0.15,150.0,30,3.0,2,300.0,0.21466666666666667,15.177018633540373
select,25,0.15,150.0,30,3.0,2,480.0,0.17533333333333334,16.625475285171103
select,25,0.15,150.0,30,3.0,2,570.0,0.17533333333333334,16.625475285171103
select,25,0.15,150.0,30,3.0,3,300.0,0.20966666666666667,11.289348171701112
select,25,0.15,150.0,30,3.0,3,480.0,0.18566666666666667,11.154398563734292
select,25,0.15,150.0,30,3.0,3,570.0,0.186,11.18100358422939
select,25,0.15,150.0,30,3.0,5,300.0,0.22033333333333333,8.488653555219365
select,25,0.15,150.0,30,3.0,5,480.0,0.17466666666666666,8.570610687022901
select,25,0.15,150.0,30,3.0,5,570.0,0.174,8.601532567049809
select,25,0.15,150.0,30,4.0,1,300.0,0.22866666666666666,17.55539358600583
select,25,0.15,150.0,30,4.0,1,480.0,0.22866666666666666,17.55539358600583
select,25,0.15,150.0,30,4.0,1,570.0,0.22866666666666666,17.55539358600583
select,25,0.15,150.0,30,4.0,2,300.0,0.244,11.312841530054644
select,25,0.15,150.0,30,4.0,2,480.0,0.16666666666666666,15.472
select,25,0.15,150.0,30,4.0,2,570.0,0.16666666666666666,15.472
select,25,0.15,150.0,30,4.0,3,300.0,0.22766666666666666,9.045387994143484
select,25,0.15,150.0,30,4.0,3,480.0,0.14866666666666667,13.320627802690582
select,25,0.15,150.0,30,4.0,3,570.0,0.14866666666666667,13.320627802690582
select,25,0.15,150.0,30,4.0,5,300.0,0.24366666666666667,7.295485636114911
select,25,0.15,150.0,30,4.0,5,480.0,0.157,9.008492569002124
select,25,0.15,150.0,30,4.0,5,570.0,0.157,9.008492569002124
select,25,0.15,150.0,45,0.5,1,300.0,0.0,
select,25,0.15,150.0,45,0.5,1,480.0,0.0,
select,25,0.15,150.0,45,0.5,1,570.0,0.0,
select,25,0.15,150.0,45,0.5,2,300.0,0.003,48.888888888888886
select,25,0.15,150.0,45,0.5,2,480.0,0.003,48.888888888888886
select,25,0.15,150.0,45,0.5,2,570.0,0.003,48.888888888888886
select,25,0.15,150.0,45,0.5,3,300.0,0.013,41.17948717948718
select,25,0.15,150.0,45,0.5,3,480.0,0.013,41.17948717948718
select,25,0.15,150.0,45,0.5,3,570.0,0.013,41.17948717948718
select,25,0.15,150.0,45,0.5,5,300.0,0.023333333333333334,36.114285714285714
select,25,0.15,150.0,45,0.5,5,480.0,0.023333333333333334,36.114285714285714
select,25,0.15,150.0,45,0.5,5,570.0,0.023333333333333334,36.114285714285714
select,25,0.15,150.0,45,1.0,1,300.0,0.013666666666666667,46.829268292682926
select,25,0.15,150.0,45,1.0,1,480.0,0.013666666666666667,46.829268292682926
select,25,0.15,150.0,45,1.0,1,570.0,0.013666666666666667,46.829268292682926
select,25,0.15,150.0,45,1.0,2,300.0,0.062,41.215053763440864
select,25,0.15,150.0,45,1.0,2,480.0,0.062,41.215053763440864
select,25,0.15,150.0,45,1.0,2,570.0,0.062,41.215053763440864
select,25,0.15,150.0,45,1.0,3,300.0,0.105,34.65714285714286
select,25,0.15,150.0,45,1.0,3,480.0,0.105,34.65714285714286
select,25,0.15,150.0,45,1.0,3,570.0,0.105,34.65714285714286
select,25,0.15,150.0,45,1.0,5,300.0,0.12,27.330555555555556
select,25,0.15,150.0,45,1.0,5,480.0,0.123,25.577235772357724
select,25,0.15,150.0,45,1.0,5,570.0,0.123,25.577235772357724
select,25,0.15,150.0,45,1.5,1,300.0,0.05,41.77333333333333
select,25,0.15,150.0,45,1.5,1,480.0,0.05,41.77333333333333
select,25,0.15,150.0,45,1.5,1,570.0,0.05,41.77333333333333
select,25,0.15,150.0,45,1.5,2,300.0,0.134,33.65422885572139
select,25,0.15,150.0,45,1.5,2,480.0,0.134,33.65422885572139
select,25,0.15,150.0,45,1.5,2,570.0,0.134,33.65422885572139
select,25,0.15,150.0,45,1.5,3,300.0,0.17066666666666666,28.00390625
select,25,0.15,150.0,45,1.5,3,480.0,0.17066666666666666,28.00390625
select,25,0.15,150.0,45,1.5,3,570.0,0.17066666666666666,28.00390625
select,25,0.15,150.0,45,1.5,5,300.0,0.16366666666666665,19.828920570264767
select,25,0.15,150.0,45,1.5,5,480.0,0.17166666666666666,18.864077669902912
select,25,0.15,150.0,45,1.5,5,570.0,0.154,19.025974025974026
select,25,0.15,150.0,45,2.0,1,300.0,0.08266666666666667,38.41532258064516
select,25,0.15,150.0,45,2.0,1,480.0,0.08266666666666667,38.41532258064516
select,25,0.15,150.0,45,2.0,1,570.0,0.08266666666666667,38.41532258064516
select,25,0.15,150.0,45,2.0,2,300.0,0.19066666666666668,30.424825174825173
select,25,0.15,150.0,45,2.0,2,480.0,0.19066666666666668,30.424825174825173
select,25,0.15,150.0,45,2.0,2,570.0,0.19066666666666668,30.424825174825173
select,25,0.15,150.0,45,2.0,3,300.0,0.222,24.94894894894895
select,25,0.15,150.0,45,2.0,3,480.0,0.222,23.504504504504503
select,25,0.15,150.0,45,2.0,3,570.0,0.222,23.504504504504503
select,25,0.15,150.0,45,2.0,5,300.0,0.203,16.60919540229885
select,25,0.15,150.0,45,2.0,5,480.0,0.194,16.353951890034363
select,25,0.15,150.0,45,2.0,5,570.0,0.181,17.276243093922652
select,25,0.15,150.0,45,3.0,1,300.0,0.16266666666666665,32.631147540983605
select,25,0.15,150.0,45,3.0,1,480.0,0.16266666666666665,32.631147540983605
select,25,0.15,150.0,45,3.0,1,570.0,0.16266666666666665,32.631147540983605
select,25,0.15,150.0,45,3.0,2,300.0,0.248,23.58467741935484
select,25,0.15,150.0,45,3.0,2,480.0,0.248,23.58467741935484
select,25,0.15,150.0,45,3.0,2,570.0,0.248,23.58467741935484
select,25,0.15,150.0,45,3.0,3,300.0,0.24133333333333334,17.11878453038674
select,25,0.15,150.0,45,3.0,3,480.0,0.24133333333333334,17.14779005524862
select,25,0.15,150.0,45,3.0,3,570.0,0.21433333333333332,19.35303265940902
select,25,0.15,150.0,45,3.0,5,300.0,0.23266666666666666,12.614613180515759
select,25,0.15,150.0,45,3.0,5,480.0,0.20566666666666666,13.335494327390599
select,25,0.15,150.0,45,3.0,5,570.0,0.181,14.578268876611418
select,25,0.15,150.0,45,4.0,1,300.0,0.24033333333333334,27.990291262135923
select,25,0.15,150.0,45,4.0,1,480.0,0.24033333333333334,27.990291262135923
select,25,0.15,150.0,45,4.0,1,570.0,0.24033333333333334,27.990291262135923
select,25,0.15,150.0,45,4.0,2,300.0,0.2673333333333333,20.109725685785538
select,25,0.15,150.0,45,4.0,2,480.0,0.22833333333333333,21.616058394160582
select,25,0.15,150.0,45,4.0,2,570.0,0.22833333333333333,21.616058394160582
select,25,0.15,150.0,45,4.0,3,300.0,0.24766666666666667,15.943472409152086
select,25,0.15,150.0,45,4.0,3,480.0,0.216,16.64351851851852
select,25,0.15,150.0,45,4.0,3,570.0,0.216,16.65432098765432
select,25,0.15,150.0,45,4.0,5,300.0,0.237,11.648382559774964
select,25,0.15,150.0,45,4.0,5,480.0,0.20966666666666667,11.78537360890302
select,25,0.15,150.0,45,4.0,5,570.0,0.20166666666666666,12.62314049586777
select,25,0.15,150.0,60,0.5,1,300.0,0.007333333333333333,49.04545454545455
select,25,0.15,150.0,60,0.5,1,480.0,0.007333333333333333,49.04545454545455
select,25,0.15,150.0,60,0.5,1,570.0,0.007333333333333333,49.04545454545455
select,25,0.15,150.0,60,0.5,2,300.0,0.037333333333333336,41.67857142857143
select,25,0.15,150.0,60,0.5,2,480.0,0.037333333333333336,41.67857142857143
select,25,0.15,150.0,60,0.5,2,570.0,0.037333333333333336,41.67857142857143
select,25,0.15,150.0,60,0.5,3,300.0,0.07,38.10952380952381
select,25,0.15,150.0,60,0.5,3,480.0,0.07,38.10952380952381
select,25,0.15,150.0,60,0.5,3,570.0,0.07,38.10952380952381
select,25,0.15,150.0,60,0.5,5,300.0,0.08266666666666667,29.173387096774192
select,25,0.15,150.0,60,0.5,5,480.0,0.08266666666666667,29.173387096774192
select,25,0.15,150.0,60,0.5,5,570.0,0.08266666666666667,29.173387096774192
select,25,0.15,150.0,60,1.0,1,300.0,0.07366666666666667,41.04977375565611
select,25,0.15,150.0,60,1.0,1,480.0,0.07366666666666667,41.04977375565611
select,25,0.15,150.0,60,1.0,1,570.0,0.07366666666666667,41.04977375565611
select,25,0.15,150.0,60,1.0,2,300.0,0.15433333333333332,31.898488120950326
select,25,0.15,150.0,60,1.0,2,480.0,0.15433333333333332,31.898488120950326
select,25,0.15,150.0,60,1.0,2,570.0,0.15433333333333332,31.898488120950326
select,25,0.15,150.0,60,1.0,3,300.0,0.158,24.449367088607595
select,25,0.15,150.0,60,1.0,3,480.0,0.158,24.449367088607595
select,25,0.15,150.0,60,1.0,3,570.0,0.158,24.449367088607595
select,25,0.15,150.0,60,1.0,5,300.0,0.174,17.944444444444443
select,25,0.15,150.0,60,1.0,5,480.0,0.17766666666666667,16.76735459662289
select,25,0.15,150.0,60,1.0,5,570.0,0.17766666666666667,16.76735459662289
select,25,0.15,150.0,60,1.5,1,300.0,0.143,35.55477855477856
select,25,0.15,150.0,60,1.5,1,480.0,0.143,35.55477855477856
select,25,0.15,150.0,60,1.5,1,570.0,0.143,35.55477855477856
select,25,0.15,150.0,60,1.5,2,300.0,0.212,25.44811320754717
select,25,0.15,150.0,60,1.5,2,480.0,0.212,25.44811320754717
select,25,0.15,150.0,60,1.5,2,570.0,0.212,25.44811320754717
select,25,0.15,150.0,60,1.5,3,300.0,0.21733333333333332,19.756134969325153
select,25,0.15,150.0,60,1.5,3,480.0,0.224,18.172619047619047
select,25,0.15,150.0,60,1.5,3,570.0,0.224,18.172619047619047
select,25,0.15,150.0,60,1.5,5,300.0,0.234,14.445868945868947
select,25,0.15,150.0,60,1.5,5,480.0,0.23,13.159420289855072
select,25,0.15,150.0,60,1.5,5,570.0,0.213,14.126760563380282
select,25,0.15,150.0,60,2.0,1,300.0,0.21666666666666667,30.726153846153846
select,25,0.15,150.0,60,2.0,1,480.0,0.21666666666666667,30.726153846153846
select,25,0.15,150.0,60,2.0,1,570.0,0.21666666666666667,30.726153846153846
select,25,0.15,150.0,60,2.0,2,300.0,0.24733333333333332,20.447439353099732
select,25,0.15,150.0,60,2.0,2,480.0,0.24733333333333332,20.447439353099732
select,25,0.15,150.0,60,2.0,2,570.0,0.24733333333333332,20.447439353099732
select,25,0.15,150.0,60,2.0,3,300.0,0.24833333333333332,15.27248322147651
select,25,0.15,150.0,60,2.0,3,480.0,0.21033333333333334,17.223454833597465
select,25,0.15,150.0,60,2.0,3,570.0,0.21033333333333334,17.223454833597465
select,25,0.15,150.0,60,2.0,5,300.0,0.23566666666666666,11.731258840169732
select,25,0.15,150.0,60,2.0,5,480.0,0.21133333333333335,11.470031545741325
select,25,0.15,150.0,60,2.0,5,570.0,0.211,11.477093206951027
select,25,0.15,150.0,60,3.0,1,300.0,0.298,24.257270693512304
select,25,0.15,150.0,60,3.0,1,480.0,0.298,24.257270693512304
select,25,0.15,150.0,60,3.0,1,570.0,0.298,24.257270693512304
select,25,0.15,150.0,60,3.0,2,300.0,0.2856666666666667,16.731621936989498
select,25,0.15,150.0,60,3.0,2,480.0,0.23933333333333334,18.133704735376046
select,25,0.15,150.0,60,3.0,2,570.0,0.23933333333333334,18.133704735376046
select,25,0.15,150.0,60,3.0,3,300.0,0.25766666666666665,12.884864165588615
select,25,0.15,150.0,60,3.0,3,480.0,0.23133333333333334,12.853025936599424
select,25,0.15,150.0,60,3.0,3,570.0,0.23133333333333334,12.853025936599424
select,25,0.15,150.0,60,3.0,5,300.0,0.25433333333333336,10.01834862385321
select,25,0.15,150.0,60,3.0,5,480.0,0.214,10.115264797507788
select,25,0.15,150.0,60,3.0,5,570.0,0.214,10.126168224299066
select,25,0.15,150.0,60,4.0,1,300.0,0.30366666666666664,20.559824368825467
select,25,0.15,150.0,60,4.0,1,480.0,0.30366666666666664,20.559824368825467
select,25,0.15,150.0,60,4.0,1,570.0,0.30366666666666664,20.559824368825467
select,25,0.15,150.0,60,4.0,2,300.0,0.28933333333333333,13.192396313364055
select,25,0.15,150.0,60,4.0,2,480.0,0.23033333333333333,17.04341534008683
select,25,0.15,150.0,60,4.0,2,570.0,0.23033333333333333,17.04341534008683
select,25,0.15,150.0,60,4.0,3,300.0,0.267,10.725343320848939
select,25,0.15,150.0,60,4.0,3,480.0,0.189,15.386243386243386
select,25,0.15,150.0,60,4.0,3,570.0,0.189,15.388007054673722
select,25,0.15,150.0,60,4.0,5,300.0,0.24933333333333332,9.267379679144385
select,25,0.15,150.0,60,4.0,5,480.0,0.19033333333333333,11.555166374781086
select,25,0.15,150.0,60,4.0,5,570.0,0.19033333333333333,11.5569176882662
select,25,0.25,250.0,10,0.5,1,300.0,0.0,
select,25,0.25,250.0,10,0.5,1,480.0,0.0,
select,25,0.25,250.0,10,0.5,1,570.0,0.0,
select,25,0.25,250.0,10,0.5,2,300.0,0.0,
select,25,0.25,250.0,10,0.5,2,480.0,0.0,
select,25,0.25,250.0,10,0.5,2,570.0,0.0,
select,25,0.25,250.0,10,0.5,3,300.0,0.0,
select,25,0.25,250.0,10,0.5,3,480.0,0.0,
select,25,0.25,250.0,10,0.5,3,570.0,0.0,
select,25,0.25,250.0,10,0.5,5,300.0,0.0,
select,25,0.25,250.0,10,0.5,5,480.0,0.0,
select,25,0.25,250.0,10,0.5,5,570.0,0.0,
select,25,0.25,250.0,10,1.0,1,300.0,0.001,19.333333333333332
select,25,0.25,250.0,10,1.0,1,480.0,0.001,19.333333333333332
select,25,0.25,250.0,10,1.0,1,570.0,0.001,19.333333333333332
select,25,0.25,250.0,10,1.0,2,300.0,0.001,9.0
select,25,0.25,250.0,10,1.0,2,480.0,0.001,9.0
select,25,0.25,250.0,10,1.0,2,570.0,0.001,9.0
select,25,0.25,250.0,10,1.0,3,300.0,0.0006666666666666666,7.0
select,25,0.25,250.0,10,1.0,3,480.0,0.002,5.666666666666667
select,25,0.25,250.0,10,1.0,3,570.0,0.002,5.666666666666667
select,25,0.25,250.0,10,1.0,5,300.0,0.0006666666666666666,5.0
select,25,0.25,250.0,10,1.0,5,480.0,0.0016666666666666668,6.8
select,25,0.25,250.0,10,1.0,5,570.0,0.0003333333333333333,6.0
select,25,0.25,250.0,10,1.5,1,300.0,0.02666666666666667,17.65
select,25,0.25,250.0,10,1.5,1,480.0,0.02666666666666667,17.65
select,25,0.25,250.0,10,1.5,1,570.0,0.02666666666666667,17.65
select,25,0.25,250.0,10,1.5,2,300.0,0.023666666666666666,9.67605633802817
select,25,0.25,250.0,10,1.5,2,480.0,0.023666666666666666,9.67605633802817
select,25,0.25,250.0,10,1.5,2,570.0,0.023666666666666666,9.67605633802817
select,25,0.25,250.0,10,1.5,3,300.0,0.027,7.012345679012346
select,25,0.25,250.0,10,1.5,3,480.0,0.022333333333333334,6.791044776119403
select,25,0.25,250.0,10,1.5,3,570.0,0.011,9.636363636363637
select,25,0.25,250.0,10,1.5,5,300.0,0.027,6.098765432098766
select,25,0.25,250.0,10,1.5,5,480.0,0.028666666666666667,4.825581395348837
select,25,0.25,250.0,10,1.5,5,570.0,0.01633333333333333,5.0
select,25,0.25,250.0,10,2.0,1,300.0,0.08333333333333333,12.796
select,25,0.25,250.0,10,2.0,1,480.0,0.08333333333333333,12.796
select,25,0.25,250.0,10,2.0,1,570.0,0.08333333333333333,12.796
select,25,0.25,250.0,10,2.0,2,300.0,0.07166666666666667,9.651162790697674
select,25,0.25,250.0,10,2.0,2,480.0,0.04566666666666667,10.284671532846716
select,25,0.25,250.0,10,2.0,2,570.0,0.04566666666666667,10.284671532846716
select,25,0.25,250.0,10,2.0,3,300.0,0.07066666666666667,7.377358490566038
select,25,0.25,250.0,10,2.0,3,480.0,0.06166666666666667,7.216216216216216
select,25,0.25,250.0,10,2.0,3,570.0,0.06133333333333333,7.244565217391305
select,25,0.25,250.0,10,2.0,5,300.0,0.067,6.0
select,25,0.25,250.0,10,2.0,5,480.0,0.058333333333333334,5.52
select,25,0.25,250.0,10,2.0,5,570.0,0.03666666666666667,6.263636363636364
select,25,0.25,250.0,10,3.0,1,300.0,0.19866666666666666,9.437919463087248
select,25,0.25,250.0,10,3.0,1,480.0,0.19866666666666666,9.437919463087248
select,25,0.25,250.0,10,3.0,1,570.0,0.19866666666666666,9.437919463087248
select,25,0.25,250.0,10,3.0,2,300.0,0.18533333333333332,6.307553956834532
select,25,0.25,250.0,10,3.0,2,480.0,0.168,6.684523809523809
select,25,0.25,250.0,10,3.0,2,570.0,0.15566666666666668,6.993576017130621
select,25,0.25,250.0,10,3.0,3,300.0,0.167,5.417165668662674
select,25,0.25,250.0,10,3.0,3,480.0,0.12666666666666668,6.636842105263158
select,25,0.25,250.0,10,3.0,3,570.0,0.123,6.644986449864499
select,25,0.25,250.0,10,3.0,5,300.0,0.178,4.47378277153558
select,25,0.25,250.0,10,3.0,5,480.0,0.121,5.016528925619835
select,25,0.25,250.0,10,3.0,5,570.0,0.11933333333333333,5.0307262569832405
select,25,0.25,250.0,10,4.0,1,300.0,0.165,10.65050505050505
select,25,0.25,250.0,10,4.0,1,480.0,0.165,10.65050505050505
select,25,0.25,250.0,10,4.0,1,570.0,0.165,10.65050505050505
select,25,0.25,250.0,10,4.0,2,300.0,0.16633333333333333,6.414829659318637
select,25,0.25,250.0,10,4.0,2,480.0,0.16033333333333333,6.700623700623701
select,25,0.25,250.0,10,4.0,2,570.0,0.16,6.714583333333334
select,25,0.25,250.0,10,4.0,3,300.0,0.16,5.170833333333333
select,25,0.25,250.0,10,4.0,3,480.0,0.15533333333333332,5.236051502145923
select,25,0.25,250.0,10,4.0,3,570.0,0.12,6.741666666666666
select,25,0.25,250.0,10,4.0,5,300.0,0.164,4.439024390243903
select,25,0.25,250.0,10,4.0,5,480.0,0.143,4.715617715617715
select,25,0.25,250.0,10,4.0,5,570.0,0.11166666666666666,5.880597014925373
select,25,0.25,250.0,15,0.5,1,300.0,0.0,
select,25,0.25,250.0,15,0.5,1,480.0,0.0,
select,25,0.25,250.0,15,0.5,1,570.0,0.0,
select,25,0.25,250.0,15,0.5,2,300.0,0.0,
select,25,0.25,250.0,15,0.5,2,480.0,0.0,
select,25,0.25,250.0,15,0.5,2,570.0,0.0,
select,25,0.25,250.0,15,0.5,3,300.0,0.0,
select,25,0.25,250.0,15,0.5,3,480.0,0.0,
select,25,0.25,250.0,15,0.5,3,570.0,0.0,
select,25,0.25,250.0,15,0.5,5,300.0,0.0,
select,25,0.25,250.0,15,0.5,5,480.0,0.0,
select,25,0.25,250.0,15,0.5,5,570.0,0.0,
select,25,0.25,250.0,15,1.0,1,300.0,0.016666666666666666,21.88
select,25,0.25,250.0,15,1.0,1,480.0,0.016666666666666666,21.88
select,25,0.25,250.0,15,1.0,1,570.0,0.016666666666666666,21.88
select,25,0.25,250.0,15,1.0,2,300.0,0.021333333333333333,12.625
select,25,0.25,250.0,15,1.0,2,480.0,0.021333333333333333,12.625
select,25,0.25,250.0,15,1.0,2,570.0,0.021333333333333333,12.625
select,25,0.25,250.0,15,1.0,3,300.0,0.022,10.787878787878787
select,25,0.25,250.0,15,1.0,3,480.0,0.021666666666666667,8.738461538461538
select,25,0.25,250.0,15,1.0,3,570.0,0.021666666666666667,8.738461538461538
select,25,0.25,250.0,15,1.0,5,300.0,0.012666666666666666,7.342105263157895
select,25,0.25,250.0,15,1.0,5,480.0,0.014333333333333333,6.4186046511627906
select,25,0.25,250.0,15,1.0,5,570.0,0.013333333333333334,6.475
select,25,0.25,250.0,15,1.5,1,300.0,0.08633333333333333,16.667953667953668
select,25,0.25,250.0,15,1.5,1,480.0,0.08633333333333333,16.667953667953668
select,25,0.25,250.0,15,1.5,1,570.0,0.08633333333333333,16.667953667953668
select,25,0.25,250.0,15,1.5,2,300.0,0.09566666666666666,9.571428571428571
select,25,0.25,250.0,15,1.5,2,480.0,0.09566666666666666,9.571428571428571
select,25,0.25,250.0,15,1.5,2,570.0,0.09566666666666666,9.571428571428571
select,25,0.25,250.0,15,1.5,3,300.0,0.09366666666666666,6.97153024911032
select,25,0.25,250.0,15,1.5,3,480.0,0.089,7.074906367041199
select,25,0.25,250.0,15,1.5,3,570.0,0.085,7.552941176470588
select,25,0.25,250.0,15,1.5,5,300.0,0.082,5.597560975609756
select,25,0.25,250.0,15,1.5,5,480.0,0.07266666666666667,5.330275229357798
select,25,0.25,250.0,15,1.5,5,570.0,0.06833333333333333,5.404878048780488
select,25,0.25,250.0,15,2.0,1,300.0,0.161,12.380952380952381
select,25,0.25,250.0,15,2.0,1,480.0,0.161,12.380952380952381
select,25,0.25,250.0,15,2.0,1,570.0,0.161,12.380952380952381
select,25,0.25,250.0,15,2.0,2,300.0,0.14633333333333334,9.437357630979498
select,25,0.25,250.0,15,2.0,2,480.0,0.09866666666666667,10.658783783783784
select,25,0.25,250.0,15,2.0,2,570.0,0.09866666666666667,10.658783783783784
select,25,0.25,250.0,15,2.0,3,300.0,0.147,7.317460317460317
select,25,0.25,250.0,15,2.0,3,480.0,0.11333333333333333,7.367647058823529
select,25,0.25,250.0,15,2.0,3,570.0,0.11333333333333333,7.394117647058824
select,25,0.25,250.0,15,2.0,5,300.0,0.13533333333333333,5.608374384236453
